contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,ticker,spot_price,historical_volatility,dividend_yield,expiry,days_to_expiry,time_to_maturity,moneyness,mid_price,market_price,bid_ask_spread,distance_from_atm,r,iv_used,iv_source,option_type_std,moneyness_label,intrinsic_value,time_value,eep_candidate,company_name,sector,data_as_of,bin_price,tri_price,bs_price,bin_eep,tri_eep,bin_err,tri_err,bs_err,bin_abs_err,tri_abs_err,bs_abs_err,bin_pct_err,tri_pct_err,bs_pct_err
MSFT260522P00395000,2026-04-30 19:55:02+00:00,395.0,5.95,0.0,0.0,0.0,0.0,221.0,0,0.0312596875,False,REGULAR,USD,Put,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-22,21,0.0575342465753424,0.9686595742372008,0.0,5.95,0.0,0.0313404257627991,0.0358500003814697,0.0312596875,market_iv,put,ITM,0.0,5.95,True,Microsoft Corp.,Technology,2026-05-01,2.1789934970994224e-06,5.206156610005604e-06,2.581428202352463e-06,0.0,2.624728407653141e-06,-5.949997821006503,-5.94999479384339,-5.949997418571797,5.949997821006503,5.94999479384339,5.949997418571797,-99.99996337826056,-99.99991250156958,-99.99995661465205
MSFT260522P00425000,2026-04-30 19:56:22+00:00,425.0,21.4,0.0,0.0,0.0,0.0,34.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-22,21,0.0575342465753424,1.0422286558248364,0.0,21.4,0.0,0.0422286558248363,0.0358500003814697,0.2391426453723407,hist_vol_fallback,put,OTM,17.220001220703125,4.179998779296874,True,Microsoft Corp.,Technology,2026-05-01,20.10551992303243,19.72437490115666,19.987919247665218,0.11760067536721053,0.0,-1.2944800769675702,-1.6756250988433372,-1.4120807523347807,1.2944800769675702,1.6756250988433372,1.4120807523347807,-6.048972322278366,-7.830023826370736,-6.5985081884802845
MSFT260522P00390000,2026-04-30 19:40:18+00:00,390.0,4.45,0.0,0.0,0.0,0.0,750.0,0,0.0312596875,False,REGULAR,USD,Put,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-22,21,0.0575342465753424,0.9563980606392616,0.0,4.45,0.0,0.0436019393607384,0.0358500003814697,0.0312596875,market_iv,put,ITM,0.0,4.45,True,Microsoft Corp.,Technology,2026-05-01,9.164427391637825e-11,3.91749180076173e-10,1.7325358363484608e-10,0.0,2.184955964413269e-10,-4.449999999908356,-4.449999999608251,-4.449999999826747,4.449999999908356,4.449999999608251,4.449999999826747,-99.99999999794058,-99.99999999119666,-99.99999999610667
MSFT260522P00430000,2026-04-30 18:54:05+00:00,430.0,26.97,0.0,0.0,0.0,0.0,54.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-22,21,0.0575342465753424,1.0544901694227755,0.0,26.97,0.0,0.0544901694227757,0.0358500003814697,0.2391426453723407,hist_vol_fallback,put,OTM,22.220001220703125,4.749998779296874,True,Microsoft Corp.,Technology,2026-05-01,24.117432557558974,23.74744697213993,23.95356232034561,0.1638702372133629,0.0,-2.852567442441025,-3.2225530278600694,-3.0164376796543877,2.852567442441025,3.2225530278600694,3.0164376796543877,-10.576816620100203,-11.948657871190468,-11.184418537836068
MSFT260522P00385000,2026-04-30 19:49:38+00:00,385.0,3.5,0.0,0.0,0.0,0.0,468.0,0,0.062509375,False,REGULAR,USD,Put,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-22,21,0.0575342465753424,0.9441365470413224,0.0,3.5,0.0,0.0558634529586776,0.0358500003814697,0.062509375,market_iv,put,ITM,0.0,3.5,True,Microsoft Corp.,Technology,2026-05-01,4.9716838665525e-05,7.306758813233802e-05,5.552662945728856e-05,0.0,1.754095867504946e-05,-3.4999502831613345,-3.4999269324118676,-3.499944473370543,3.4999502831613345,3.4999269324118676,3.499944473370543,-99.99857951889527,-99.99791235462479,-99.99841352487266
MSFT260522P00435000,2026-04-30 14:14:39+00:00,435.0,34.5,0.0,0.0,0.0,0.0,5.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-22,21,0.0575342465753424,1.0667516830207149,0.0,34.5,0.0,0.0667516830207148,0.0358500003814697,0.2391426453723407,hist_vol_fallback,put,OTM,27.220001220703125,7.279998779296875,True,Microsoft Corp.,Technology,2026-05-01,28.3801928001301,28.050661621819238,28.18198856195164,0.19820423817845878,0.0,-6.1198071998699,-6.449338378180762,-6.318011438048359,6.1198071998699,6.449338378180762,6.318011438048359,-17.738571593825796,-18.693734429509455,-18.313076632024227
MSFT260522P00380000,2026-04-30 19:51:15+00:00,380.0,2.5,0.0,0.0,0.0,0.0,633.0,0,0.062509375,False,REGULAR,USD,Put,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-22,21,0.0575342465753424,0.9318750334433832,0.0,2.5,0.0,0.0681249665566169,0.0358500003814697,0.062509375,market_iv,put,ITM,0.0,2.5,True,Microsoft Corp.,Technology,2026-05-01,6.866407529558699e-07,1.1603033579731927e-06,8.556251287981367e-07,0.0,3.04678229175056e-07,-2.499999313359247,-2.499998839696642,-2.499999144374871,2.499999313359247,2.499998839696642,2.499999144374871,-99.99997253436987,-99.99995358786569,-99.99996577499483
MSFT260522P00440000,2026-04-30 18:47:19+00:00,440.0,35.61,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-22,21,0.0575342465753424,1.079013196618654,0.0,35.61,0.0,0.079013196618654,0.0358500003814697,0.2391426453723407,hist_vol_fallback,put,OTM,32.220001220703125,3.3899987792968744,True,Microsoft Corp.,Technology,2026-05-01,32.88180852434001,32.59606157255962,32.621924579440815,0.25988394489919386,0.0,-2.7281914756599903,-3.0139384274403795,-2.988075420559184,2.7281914756599903,3.0139384274403795,2.988075420559184,-7.661307148722242,-8.46374172266324,-8.391113228192037
MSFT260522P00375000,2026-04-30 19:55:01+00:00,375.0,1.94,0.0,0.0,0.0,0.0,160.0,0,0.062509375,False,REGULAR,USD,Put,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-22,21,0.0575342465753424,0.9196135198454438,0.0,1.94,0.0,0.0803864801545561,0.0358500003814697,0.062509375,market_iv,put,ITM,0.0,1.94,True,Microsoft Corp.,Technology,2026-05-01,3.967235767403087e-09,8.345710586424925e-09,6.038788123925702e-09,0.0,2.306922462499223e-09,-1.939999996032764,-1.9399999916542894,-1.9399999939612118,1.939999996032764,1.9399999916542894,1.9399999939612118,-99.9999997955033,-99.99999956980872,-99.99999968872227
MSFT260522P00445000,2026-04-30 13:31:46+00:00,445.0,36.0,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-22,21,0.0575342465753424,1.0912747102165934,0.0,36.0,0.0,0.0912747102165933,0.0358500003814697,0.2391426453723407,hist_vol_fallback,put,OTM,37.220001220703125,0.0,True,Microsoft Corp.,Technology,2026-05-01,37.547143842109925,37.33680376604728,37.225876053103036,0.3212677890068889,0.11092771294424608,1.547143842109925,1.3368037660472822,1.2258760531030362,1.547143842109925,1.3368037660472822,1.2258760531030362,4.2976217836386805,3.713343794575784,3.405211258619545
MSFT260522P00370000,2026-04-30 19:43:28+00:00,370.0,1.42,0.0,0.0,0.0,0.0,256.0,0,0.062509375,False,REGULAR,USD,Put,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-22,21,0.0575342465753424,0.9073520062475046,0.0,1.42,0.0,0.0926479937524954,0.0358500003814697,0.062509375,market_iv,put,ITM,0.0,1.42,True,Microsoft Corp.,Technology,2026-05-01,8.109774898929676e-12,2.4478350608083077e-11,1.870681323402875e-11,0.0,5.771537374054325e-12,-1.4199999999918902,-1.4199999999755215,-1.4199999999812931,1.4199999999918902,1.4199999999755215,1.4199999999812931,-99.9999999994289,-99.99999999827617,-99.99999999868263
MSFT260522P00450000,2026-04-30 18:52:54+00:00,450.0,44.12,0.0,0.0,0.0,0.0,29.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-22,21,0.0575342465753424,1.1035362238145323,0.0,44.12,0.0,0.1035362238145325,0.0358500003814697,0.2391426453723407,hist_vol_fallback,put,OTM,42.220001220703125,1.8999987792968724,True,Microsoft Corp.,Technology,2026-05-01,42.346604694012996,42.22478302740295,41.95251874927118,0.3940859447418177,0.2722642781317717,-1.7733953059870018,-1.8952169725970478,-2.1674812507288195,1.7733953059870018,1.8952169725970478,2.1674812507288195,-4.019481654548962,-4.295596039431206,-4.912695491225792
MSFT260522P00365000,2026-04-30 19:44:29+00:00,365.0,1.07,0.0,0.0,0.0,0.0,187.0,0,0.12500875,False,REGULAR,USD,Put,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-22,21,0.0575342465753424,0.8950904926495653,0.0,1.07,0.0,0.1049095073504347,0.0358500003814697,0.12500875,market_iv,put,ITM,0.0,1.07,True,Microsoft Corp.,Technology,2026-05-01,0.00022193879141194076,0.00025024889243552165,0.0002443729001081682,0.0,5.875992327353447e-06,-1.069778061208588,-1.0697497511075647,-1.0697556270998918,1.069778061208588,1.0697497511075647,1.0697556270998918,-99.97925805687738,-99.97661225304341,-99.97716141120485
MSFT260522P00455000,2026-04-27 14:22:52+00:00,455.0,40.58,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-22,21,0.0575342465753424,1.115797737412472,0.0,40.58,0.0,0.1157977374124719,0.0358500003814697,0.2391426453723407,hist_vol_fallback,put,OTM,47.220001220703125,0.0,True,Microsoft Corp.,Technology,2026-05-01,47.24715927021704,47.220001220703125,46.767805011459814,0.47935425875722615,0.4521962092433114,6.6671592702170415,6.640001220703127,6.187805011459815,6.6671592702170415,6.640001220703127,6.187805011459815,16.42966798969207,16.362743274280746,15.248410575307577
MSFT260522P00360000,2026-04-30 19:24:12+00:00,360.0,0.87,0.0,0.0,0.0,0.0,233.0,0,0.12500875,False,REGULAR,USD,Put,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-22,21,0.0575342465753424,0.8828289790516262,0.0,0.87,0.0,0.1171710209483738,0.0358500003814697,0.12500875,market_iv,put,ITM,0.0,0.87,True,Microsoft Corp.,Technology,2026-05-01,2.8139373523583774e-05,3.211957599120571e-05,3.187171652681807e-05,0.0,2.478594643876388e-07,-0.8699718606264764,-0.8699678804240087,-0.8699681282834731,0.8699718606264764,0.8699678804240087,0.8699681282834731,-99.99676558925016,-99.99630809471365,-99.99633658430726
MSFT260529C00410000,2026-04-30 19:59:52+00:00,410.0,11.95,0.0,0.0,0.0,0.0,387.0,0,0.0039162109375,False,REGULAR,USD,Call,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-29,28,0.0767123287671232,1.0054441150310187,0.0,11.95,0.0,0.0054441150310187,0.0358500003814697,0.2391426453723407,hist_vol_fallback,call,ATM,0.0,11.95,False,Microsoft Corp.,Technology,2026-05-01,10.130104506623345,10.539401245022304,10.117383140894418,0.012721365728927125,0.4220181041278863,-1.819895493376654,-1.4105987549776948,-1.8326168591055811,1.819895493376654,1.4105987549776948,1.8326168591055811,-15.229250990599615,-11.804173681821714,-15.335705933937918
MSFT260529C00405000,2026-04-30 19:59:51+00:00,405.0,14.5,0.0,0.0,0.0,0.0,720.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-29,28,0.0767123287671232,0.9931826014330792,0.0,14.5,0.0,0.0068173985669206,0.0358500003814697,0.2391426453723407,hist_vol_fallback,call,ATM,2.779998779296875,11.720001220703123,False,Microsoft Corp.,Technology,2026-05-01,12.636030881445821,13.111748652496106,12.628362749563735,0.007668131882086371,0.4833859029323708,-1.863969118554179,-1.3882513475038945,-1.8716372504362653,1.863969118554179,1.3882513475038945,1.8716372504362653,-12.854959438304684,-9.57414722416479,-12.907843106457001
MSFT260529C00415000,2026-04-30 19:57:55+00:00,415.0,10.1,0.0,0.0,0.0,0.0,435.0,0,0.01563484375,False,REGULAR,USD,Call,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-29,28,0.0767123287671232,1.017705628628958,0.0,10.1,0.0,0.0177056286289578,0.0358500003814697,0.01563484375,market_iv,call,ATM,0.0,10.1,False,Microsoft Corp.,Technology,2026-05-01,6.982049335721473e-05,5.64116117789707e-06,7.886055198043362e-05,0.0,0.0,-10.099930179506643,-10.099994358838822,-10.09992113944802,10.099930179506643,10.099994358838822,10.09992113944802,-99.99930870798657,-99.99994414691903,-99.99921920245565
MSFT260529C00400000,2026-04-30 19:55:42+00:00,400.0,18.06,0.0,0.0,0.0,0.0,703.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-29,28,0.0767123287671232,0.98092108783514,0.0,18.06,0.0,0.0190789121648599,0.0358500003814697,0.2391426453723407,hist_vol_fallback,call,ATM,7.779998779296875,10.280001220703124,False,Microsoft Corp.,Technology,2026-05-01,15.499521801936176,16.066703342179075,15.50713631719205,0.0,0.5595670249870253,-2.560478198063823,-1.993296657820924,-2.552863682807949,2.560478198063823,1.993296657820924,2.552863682807949,-14.177620144317956,-11.037080054379425,-14.135457822856862
MSFT260529C00420000,2026-04-30 19:59:40+00:00,420.0,7.9,0.0,0.0,0.0,0.0,2020.0,0,0.0312596875,False,REGULAR,USD,Call,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-29,28,0.0767123287671232,1.0299671422268972,0.0,7.9,0.0,0.0299671422268972,0.0358500003814697,0.0312596875,market_iv,call,ATM,0.0,7.9,False,Microsoft Corp.,Technology,2026-05-01,0.0006895146343547247,0.0002470821869719431,0.0007448658944940734,0.0,0.0,-7.899310485365645,-7.899752917813029,-7.899255134105506,7.899310485365645,7.899752917813029,7.899255134105506,-99.99127196665374,-99.99687237738011,-99.99057131779121
MSFT260529C00395000,2026-04-30 19:27:40+00:00,395.0,20.91,0.0,0.0,0.0,0.0,103.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-29,28,0.0767123287671232,0.9686595742372008,0.0,20.91,0.0,0.0313404257627991,0.0358500003814697,0.2391426453723407,hist_vol_fallback,call,OTM,12.779998779296877,8.130001220703125,False,Microsoft Corp.,Technology,2026-05-01,18.754669257790777,19.35880023503517,18.74490177378408,0.009767484006697913,0.6138984612510896,-2.155330742209223,-1.5511997649648315,-2.165098226215921,2.155330742209223,1.5511997649648315,2.165098226215921,-10.307655390766252,-7.418458942921241,-10.354367413753806
MSFT260529C00425000,2026-04-30 19:59:40+00:00,425.0,6.33,0.0,0.0,0.0,0.0,948.0,0,0.0312596875,False,REGULAR,USD,Call,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-29,28,0.0767123287671232,1.0422286558248364,0.0,6.33,0.0,0.0422286558248363,0.0358500003814697,0.0312596875,market_iv,call,ITM,0.0,6.33,False,Microsoft Corp.,Technology,2026-05-01,1.651231143279304e-06,4.26902075490689e-07,2.1011876156088252e-06,0.0,0.0,-6.329998348768857,-6.329999573097925,-6.329997898812384,6.329998348768857,6.329999573097925,6.329997898812384,-99.99997391419996,-99.99999325589138,-99.99996680588285
MSFT260529C00390000,2026-04-30 19:28:17+00:00,390.0,24.15,0.0,0.0,0.0,0.0,83.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-29,28,0.0767123287671232,0.9563980606392616,0.0,24.15,0.0,0.0436019393607384,0.0358500003814697,0.2391426453723407,hist_vol_fallback,call,OTM,17.779998779296875,6.370001220703124,False,Microsoft Corp.,Technology,2026-05-01,22.324284231393904,23.00746909450607,22.320702711479555,0.003581519914348519,0.6867663830265158,-1.825715768606095,-1.1425309054939277,-1.8292972885204435,1.825715768606095,1.1425309054939277,1.8292972885204435,-7.559899662965197,-4.730976834343386,-7.574729973169539
MSFT260529C00430000,2026-04-30 19:59:58+00:00,430.0,4.95,0.0,0.0,0.0,0.0,1353.0,0,0.0312596875,False,REGULAR,USD,Call,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-29,28,0.0767123287671232,1.0544901694227755,0.0,4.95,0.0,0.0544901694227757,0.0358500003814697,0.0312596875,market_iv,call,ITM,0.0,4.95,False,Microsoft Corp.,Technology,2026-05-01,5.977596496207585e-10,1.3825881568647997e-10,1.1538176304193682e-09,0.0,0.0,-4.94999999940224,-4.949999999861741,-4.949999998846183,4.94999999940224,4.949999999861741,4.949999998846183,-99.99999998792404,-99.99999999720688,-99.99999997669056
MSFT260529C00385000,2026-04-30 18:12:03+00:00,385.0,25.0,0.0,0.0,0.0,0.0,13.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-29,28,0.0767123287671232,0.9441365470413224,0.0,25.0,0.0,0.0558634529586776,0.0358500003814697,0.2391426453723407,hist_vol_fallback,call,OTM,22.779998779296875,2.220001220703125,False,Microsoft Corp.,Technology,2026-05-01,26.20038597698928,26.935035901661028,26.20315796242687,0.0,0.7318779392341561,1.2003859769892813,1.9350359016610277,1.2031579624268716,1.2003859769892813,1.9350359016610277,1.2031579624268716,4.801543907957125,7.740143606644111,4.812631849707486
MSFT260529C00435000,2026-04-30 19:56:30+00:00,435.0,4.19,0.0,0.0,0.0,0.0,455.0,0,0.062509375,False,REGULAR,USD,Call,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-29,28,0.0767123287671232,1.0667516830207149,0.0,4.19,0.0,0.0667516830207148,0.0358500003814697,0.062509375,market_iv,call,ITM,0.0,4.19,False,Microsoft Corp.,Technology,2026-05-01,0.0002501548999296841,0.00015684255343437371,0.0002719184945262493,0.0,0.0,-4.189749845100071,-4.189843157446566,-4.189728081505474,4.189749845100071,4.189843157446566,4.189728081505474,-99.99402971599213,-99.99625674096815,-99.99351029845998
MSFT260529C00380000,2026-04-30 19:57:42+00:00,380.0,32.67,0.0,0.0,0.0,0.0,42.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,MSFT,407.7799987792969,0.2391426453723407,0.0085340134641657,2026-05-29,28,0.0767123287671232,0.9318750334433832,0.0,32.67,0.0,0.0681249665566169,0.0358500003814697,0.2391426453723407,hist_vol_fallback,call,OTM,27.779998779296875,4.890001220703127,False,Microsoft Corp.,Technology,2026-05-01,30.35780186988446,31.138634833919415,30.353239806104853,0.004562063779609105,0.7853950278145625,-2.31219813011554,-1.5313651660805867,-2.316760193895149,2.31219813011554,1.5313651660805867,2.316760193895149,-7.077435353889011,-4.6873742457318235,-7.091399430349401
